Wl (nm),  MAC (m2 g-1)
668.000,  0.00114
669.000,  0.00114
670.000,  0.00113
671.000,  0.00112
672.000,  0.00111
673.000,  0.00111
674.000,  0.00111
675.000,  0.00109
676.000,  0.00109
677.000,  0.00108
678.000,  0.00107
679.000,  0.00107
680.000,  0.00106
681.000,  0.00107
682.000,  0.00106
683.000,  0.00104
684.000,  0.00104
685.000,  0.00103
686.000,  0.00103
687.000,  0.00102
688.000,  0.00102
689.000,  0.00102
690.000,  0.00100
691.000,  0.00101
692.000,  0.00100
693.000,  0.00099
694.000,  0.00099
695.000,  0.00098
696.000,  0.00098
697.000,  0.00098
698.000,  0.00097
699.000,  0.00097
700.000,  0.00096
701.000,  0.00095
702.000,  0.00095
703.000,  0.00094
704.000,  0.00094
705.000,  0.00094
706.000,  0.00094
707.000,  0.00093
708.000,  0.00092
709.000,  0.00092
710.000,  0.00091
711.000,  0.00091
712.000,  0.00091
713.000,  0.00090
714.000,  0.00090
715.000,  0.00090
716.000,  0.00089
717.000,  0.00088
718.000,  0.00088
719.000,  0.00089
720.000,  0.00088
721.000,  0.00087
722.000,  0.00088
723.000,  0.00087
724.000,  0.00086
725.000,  0.00086
726.000,  0.00085
727.000,  0.00086
728.000,  0.00085
729.000,  0.00085
730.000,  0.00084
731.000,  0.00084
732.000,  0.00083
733.000,  0.00083
734.000,  0.00082
735.000,  0.00082
736.000,  0.00082
737.000,  0.00082
738.000,  0.00081
739.000,  0.00081
740.000,  0.00081
741.000,  0.00081
742.000,  0.00081
743.000,  0.00080
744.000,  0.00080
745.000,  0.00079
746.000,  0.00079
747.000,  0.00078
748.000,  0.00079
749.000,  0.00078
750.000,  0.00078
751.000,  0.00077
752.000,  0.00077
753.000,  0.00077
754.000,  0.00077
755.000,  0.00076
756.000,  0.00076
757.000,  0.00076
758.000,  0.00076
759.000,  0.00076
760.000,  0.00075
761.000,  0.00075
762.000,  0.00075
763.000,  0.00075
764.000,  0.00074
765.000,  0.00074
766.000,  0.00074
767.000,  0.00074
768.000,  0.00073
769.000,  0.00073
770.000,  0.00073
771.000,  0.00073
772.000,  0.00073
773.000,  0.00073
774.000,  0.00072
775.000,  0.00072
776.000,  0.00071
777.000,  0.00071
778.000,  0.00071
779.000,  0.00071
780.000,  0.00071
781.000,  0.00071
782.000,  0.00071
783.000,  0.00070
784.000,  0.00071
785.000,  0.00070
786.000,  0.00070
787.000,  0.00069
788.000,  0.00069
789.000,  0.00069
790.000,  0.00069
791.000,  0.00068
792.000,  0.00068
793.000,  0.00069
794.000,  0.00068
795.000,  0.00068
796.000,  0.00068
797.000,  0.00068
798.000,  0.00067
799.000,  0.00068
800.000,  0.00067
